Date,Open,High,Low,Close,Volume,Adj Close
2012-04-18,608.05,612.80,602.81,607.45,2669500,607.45
2012-04-17,608.56,617.69,607.01,609.57,3023900,609.57
2012-04-16,623.00,623.81,601.66,606.07,5692100,606.07
2012-04-13,647.55,648.99,623.54,624.60,8159300,624.60
2012-04-12,642.35,653.14,640.26,651.01,5756600,651.01
2012-04-11,633.97,636.00,631.30,635.96,2199000,635.96
2012-04-10,633.52,634.50,624.55,626.86,2482000,626.86
2012-04-09,628.48,635.33,625.29,630.84,2182700,630.84
2012-04-05,632.24,636.43,628.57,632.32,2318700,632.32
2012-04-04,638.45,639.00,631.10,635.15,1627600,635.15
2012-04-03,645.41,647.95,638.64,642.62,2044900,642.62
2012-04-02,640.77,647.50,634.84,646.92,2284200,646.92
2012-03-30,651.75,653.49,641.00,641.24,2310700,641.24
2012-03-29,653.44,656.59,644.30,648.41,1924300,648.41
2012-03-28,652.03,658.59,651.08,655.76,2538900,655.76
2012-03-27,647.03,653.50,644.80,647.02,2007200,647.02
2012-03-26,645.00,649.49,639.54,649.33,1819200,649.33
2012-03-23,646.60,648.50,640.90,642.59,1940200,642.59
2012-03-22,638.50,648.80,631.00,646.05,2410200,646.05
2012-03-21,634.61,647.39,632.51,639.98,2469600,639.98
2012-03-20,630.92,636.06,627.27,633.49,1540500,633.49
2012-03-19,623.12,637.27,621.24,633.98,2172800,633.98
2012-03-16,620.89,625.91,620.05,625.04,3050500,625.04
2012-03-15,616.60,623.50,614.83,621.13,2435100,621.13
2012-03-14,615.00,622.78,613.46,615.99,2936900,615.99
2012-03-13,608.75,617.85,605.55,617.78,2245800,617.78
2012-03-12,600.00,607.00,599.26,605.15,1669000,605.15
2012-03-09,607.95,611.90,600.00,600.25,2670600,600.25
2012-03-08,610.04,611.50,606.35,607.14,1345500,607.14
2012-03-07,609.05,611.19,605.86,606.80,1264500,606.80
2012-03-06,608.05,608.81,593.84,604.96,3174400,604.96
2012-03-05,620.43,622.49,611.38,614.25,1593300,614.25
2012-03-02,622.00,624.00,620.32,621.25,1573300,621.25
2012-03-01,622.26,625.70,618.15,622.40,2237700,622.40
2012-02-29,618.60,625.60,615.50,618.25,3136900,618.25
2012-02-28,610.00,619.77,607.68,618.39,2847600,618.39
2012-02-27,606.59,612.36,605.06,609.31,1813900,609.31
2012-02-24,607.35,611.65,605.51,609.90,1935600,609.90
2012-02-23,607.00,607.94,600.35,606.11,2055000,606.11
2012-02-22,611.96,616.78,606.71,607.94,1967000,607.94
2012-02-21,603.87,617.88,602.88,614.00,2480800,614.00
2012-02-17,604.97,607.63,602.40,604.64,2449100,604.64
2012-02-16,602.82,608.81,597.73,606.52,2530900,606.52
2012-02-15,612.93,612.93,602.56,605.56,2425900,605.56
2012-02-14,611.54,612.00,604.76,609.76,1803700,609.76
2012-02-13,610.50,613.84,610.02,612.20,1816300,612.20
2012-02-10,607.88,608.13,604.00,605.91,2325200,605.91
2012-02-09,612.02,614.50,609.00,611.46,2264700,611.46
2012-02-08,608.64,611.35,604.74,609.85,1836400,609.85
2012-02-07,607.15,609.39,603.76,606.77,2092100,606.77
2012-02-06,595.01,610.83,594.01,609.09,3679600,609.09
2012-02-03,590.66,597.07,588.05,596.33,3168500,596.33
2012-02-02,584.87,586.41,582.08,585.11,2414700,585.11
2012-02-01,584.94,585.50,579.14,580.83,2320700,580.83
2012-01-31,583.00,584.00,575.15,580.11,2142400,580.11
2012-01-30,578.05,580.00,573.40,577.69,2330500,577.69
2012-01-27,570.78,580.32,569.33,579.98,3617500,579.98
2012-01-26,571.98,574.48,564.55,568.10,3226200,568.10
2012-01-25,577.51,578.71,566.38,569.49,4987700,569.49
2012-01-24,586.32,587.68,578.00,580.93,3055800,580.93
2012-01-23,586.00,588.66,583.16,585.52,3412900,585.52
2012-01-20,590.53,591.00,581.70,585.99,10576300,585.99
2012-01-19,640.99,640.99,631.46,639.57,6305300,639.57
2012-01-18,626.63,634.00,622.12,632.91,2761700,632.91
2012-01-17,631.98,631.98,625.68,628.58,1909300,628.58
2012-01-13,626.26,626.95,621.06,624.99,2307300,624.99
2012-01-12,631.22,632.89,626.50,629.64,1875200,629.64
2012-01-11,623.50,629.39,621.12,625.96,2400000,625.96
2012-01-10,629.75,633.80,616.91,623.14,4395600,623.14
2012-01-09,646.50,647.00,621.23,622.46,5822600,622.46
2012-01-06,659.15,660.00,649.79,650.02,2692900,650.02
2012-01-05,662.13,663.97,656.23,659.01,3282900,659.01
2012-01-04,665.03,670.25,660.62,668.28,2864000,668.28
2012-01-03,652.94,668.15,652.37,665.41,3676500,665.41
